title,url,section,content
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Seasonal affective disorder (SAD) is a type of depression that's related to changes in seasons — SAD begins and ends at about the same times every year. If you're like most people with SAD, your symptoms start in the fall and continue into the winter months, sapping your energy and making you feel moody. These symptoms often resolve during the spring and summer months. Less often, SAD causes depression in the spring or early summer and resolves during the fall or winter months."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Treatment for SAD may include light therapy (phototherapy), psychotherapy and medications."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Don't brush off that yearly feeling as simply a case of the ""winter blues"" or a seasonal funk that you have to tough out on your own. Take steps to keep your mood and motivation steady throughout the year."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"In most cases, seasonal affective disorder (SAD) symptoms appear during late fall or early winter and go away during the sunnier days of spring and summer. Less commonly, people with the opposite pattern have symptoms that begin in spring or summer. In either case, symptoms may start out mild and become more severe as the season progresses."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Signs and symptoms of SAD may include:
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Symptoms specific to winter-onset SAD, sometimes called winter depression, may include:"
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Symptoms specific to summer-onset seasonal affective disorder, sometimes called summer depression, may include:"
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"People who have bipolar disorder are at increased risk of seasonal affective disorder. In some people with bipolar disorder, episodes of mania may be linked to a specific season. For example, spring and summer can bring on symptoms of mania or a less intense form of mania (hypomania), anxiety, agitation and irritability. They may also experience depression during the fall and winter months."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"It's normal to have some days when you feel down. But if you feel down for days at a time and you can't get motivated to do activities you normally enjoy, see your health care provider. This is especially important if your sleep patterns and appetite have changed, you turn to alcohol for comfort or relaxation, or you feel hopeless or think about suicide."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"We use the data you provide to deliver you the content you requested. To provide you with the most relevant and helpful information, we may combine your email and website data with other information we have about you. If you are a Mayo Clinic patient, we will only use your protected health information as outlined in ourNotice of Privacy Practices. You may opt out of email communications at any time by clicking on the unsubscribe link in the email."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,The specific cause of seasonal affective disorder remains unknown. Some factors that may come into play include:
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Seasonal affective disorder is diagnosed more often in women than in men. And SAD occurs more frequently in younger adults than in older adults.
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Factors that may increase your risk of seasonal affective disorder include:
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Take signs and symptoms of seasonal affective disorder (SAD) seriously. As with other types of depression, SAD can get worse and lead to problems if it's not treated. These can include:"
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"There's no known way to prevent the development of Seasonal affective disorder (SAD). However, if you take steps early on to manage symptoms, you may be able to prevent them from getting worse over time. You may be able to head off serious changes in mood, appetite and energy levels, as you can predict the time of the year in which these symptoms may start. Treatment can help prevent complications, especially SAD if is diagnosed and treated before symptoms get bad."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Some people find it helpful to begin treatment before symptoms would normally start in the fall or winter, and then continue treatment past the time symptoms would normally go away. Other people need continuous treatment to prevent symptoms from returning."
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,"Dec 14, 2021"
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,CON-20319257
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Mayo Clinic does not endorse companies or products. Advertising revenue supports our not-for-profit mission.
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Check out these best-sellers and special offers on books and newsletters fromMayo Clinic Press.
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,Your donation powers the future of medicine and helps save lives.
Seasonal Affective Disorder,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,General,© 1998-2025 Mayo Foundation for Medical Education and Research (MFMER). All rights reserved.
